127.0.0.1 - - [05/Nov/2014:10:22:58 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12650
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:09:47 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
127.0.0.1 - - [05/Nov/2014:11:11:17 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:11:18 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12650
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:11:18 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:11:18 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:11:18 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12651
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:37 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:38 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:38 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:38 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:38 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:38 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:38 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:14:38 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12651
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:17:58 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:18:56 -0200] "GET /Pizzaria/images/lightbox-btn-close.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:18:56 -0200] "GET /Pizzaria/images/lightbox-ico-loading.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:18:57 -0200] "GET /Pizzaria/images/lightbox-blank.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:18:57 -0200] "GET /Pizzaria/images/lightbox-btn-prev.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:18:58 -0200] "GET /Pizzaria/images/lightbox-btn-next.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:19:02 -0200] "GET /Pizzaria/index.jsp?name=&email=&text= HTTP/1.1" 200 12651
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:19:02 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:19:02 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:19:02 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/index.jsp?name=&email=&text= HTTP/1.1" 200 12743
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:15 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:16 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:16 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:16 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:16 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:16 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:16 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:16 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/index.jsp?name=&email=&text= HTTP/1.1" 200 12743
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:18 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:19 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:19 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:19 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:19 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:19 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:19 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:19 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/index.jsp?name=&email=&text= HTTP/1.1" 200 12744
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/galeria-03.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:37 -0200] "GET /Pizzaria/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:38 -0200] "GET /Pizzaria/img/bg-article.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:38 -0200] "GET /Pizzaria/img/bg-nav.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:38 -0200] "GET /Pizzaria/img/bg-h1-bar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:38 -0200] "GET /Pizzaria/img/bg-footer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:38 -0200] "GET /Pizzaria/css/font/websymbols-regular-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:38 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:38 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/index.jsp?name=&email=&text= HTTP/1.1" 200 12744
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/css/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/css/skitter.styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/css/jquery.lightbox-0.5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/js/jquery.skitter.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/js/jquery.animate-colors-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/js/jquery.lightbox-0.5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/img/galeria-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/img/galeria-05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/img/galeria-8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/img/galeria-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/img/galeria-07.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/img/galeria-04.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/js/ScrollScript.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2014:11:21:42 -0200] "GET /Pizzaria/img/galeria-06.jpg HTTP/1.1" 304 -
